Open,High,Low,Close,Volume,open Time,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume
1693706100000,25864.45000000,25867.41000000,25864.44000000,25867.40000000,56.57188000,1693706399999,1463347.22204800,1076,49.35903000,1276771.88758170,0
1693706400000,25867.40000000,25867.41000000,25856.31000000,25862.17000000,47.41433000,1693706699999,1226203.40229550,1395,8.12741000,210172.76184040,0
1693706700000,25862.18000000,25864.23000000,25857.68000000,25864.23000000,54.57989000,1693706999999,1411489.70196590,1298,23.65389000,611715.88713380,0
1693707000000,25864.22000000,25870.00000000,25864.22000000,25869.99000000,13.47338000,1693707299999,348498.80108980,723,9.63457000,249202.21111890,0
1693707300000,25869.99000000,25872.75000000,25869.99000000,25872.75000000,32.89517000,1693707599999,851070.83767940,900,10.79867000,279380.40108200,0
1693707600000,25872.74000000,25879.92000000,25872.74000000,25879.92000000,38.39613000,1693707899999,993552.03557860,856,35.56009000,920170.92390770,0
1693707900000,25879.92000000,25880.86000000,25879.91000000,25880.86000000,35.87267000,1693708199999,928384.55754250,774,32.27278000,835218.44098380,0
1693708200000,25880.85000000,25880.86000000,25876.91000000,25877.38000000,22.03548000,1693708499999,570269.02885570,946,3.29980000,85391.93857570,0
1693708500000,25877.39000000,25880.86000000,25872.58000000,25873.78000000,17.91731000,1693708799999,463662.32997420,777,7.13112000,184543.87903400,0
1693708800000,25873.78000000,25879.91000000,25870.22000000,25879.91000000,24.92512000,1693709099999,644936.19640440,1088,15.70273000,406303.10686010,0
1693709100000,25879.90000000,25879.91000000,25864.21000000,25868.56000000,26.79872000,1693709399999,693275.60420720,1155,5.80152000,150075.60217790,0
1693709400000,25868.56000000,25868.57000000,25865.65000000,25865.66000000,16.05678000,1693709699999,415350.14848860,802,3.59026000,92866.19104540,0
1693709700000,25865.65000000,25865.66000000,25855.76000000,25860.46000000,26.49782000,1693709999999,685281.11252830,870,6.11721000,158192.37056570,0
1693710000000,25860.46000000,25873.51000000,25860.46000000,25873.51000000,20.16261000,1693710299999,521467.42085220,1015,11.19114000,289444.05893320,0
1693710300000,25873.50000000,25873.51000000,25873.50000000,25873.51000000,6.60041000,1693710599999,170775.73232690,578,2.41919000,62592.93665690,0
1693710600000,25873.50000000,25873.51000000,25873.50000000,25873.51000000,11.35928000,1693710899999,293904.37236230,779,4.12823000,106811.80018730,0
1693710900000,25873.51000000,25873.51000000,25857.00000000,25858.99000000,56.55487000,1693711199999,1462772.50616390,1526,26.02554000,673125.81763530,0
1693711200000,25858.98000000,25858.99000000,25858.98000000,25858.99000000,8.59155000,1693711499999,222168.75088130,802,3.12623000,80841.15030770,0
1693711500000,25858.98000000,25861.16000000,25855.45000000,25856.05000000,65.65869000,1693711799999,1697818.60985340,1388,44.75028000,1157165.17385520,0
1693711800000,25856.05000000,25857.88000000,25850.00000000,25854.69000000,59.49960000,1693712099999,1538308.21757800,1326,40.35337000,1043282.01712460,0
1693712100000,25854.68000000,25860.51000000,25852.63000000,25856.55000000,34.90346000,1693712399999,902498.28341660,1185,20.82060000,538355.88537570,0
1693712400000,25856.55000000,25860.00000000,25856.54000000,25860.00000000,29.11523000,1693712699999,752875.69571060,881,21.21498000,548595.10750170,0
1693712700000,25859.99000000,25860.00000000,25852.33000000,25852.34000000,22.92105000,1693712999999,592685.78140000,1123,1.77137000,45801.77014110,0
1693713000000,25852.33000000,25861.99000000,25852.33000000,25861.98000000,22.28524000,1693713299999,576249.13708460,1143,15.11970000,390965.19154610,0
1693713300000,25861.99000000,25863.91000000,25861.98000000,25863.91000000,14.47765000,1693713599999,374437.21628970,726,9.31207000,240839.69817880,0
1693713600000,25863.91000000,25875.50000000,25863.90000000,25868.72000000,31.49578000,1693713899999,814825.70485460,1453,13.62710000,352525.75224510,0
1693713900000,25868.73000000,25868.73000000,25868.72000000,25868.73000000,16.92948000,1693714199999,437944.07876880,829,10.09032000,261023.76369360,0
1693714200000,25868.73000000,25872.11000000,25868.72000000,25872.10000000,8.55179000,1693714499999,221240.29311790,681,4.56285000,118041.53831310,0
1693714500000,25872.10000000,25873.81000000,25872.10000000,25873.80000000,8.97621000,1693714799999,232237.24394870,709,3.09745000,80139.57979430,0
1693714800000,25873.80000000,25874.41000000,25868.73000000,25868.74000000,22.02657000,1693715099999,569888.32186640,937,4.72377000,122205.37520760,0
1693715100000,25868.74000000,25868.74000000,25868.73000000,25868.73000000,7.47047000,1693715399999,193251.59765460,700,2.62515000,67909.32281100,0
1693715400000,25868.73000000,25876.00000000,25868.73000000,25876.00000000,11.41348000,1693715699999,295282.01893930,736,7.85471000,203209.23363270,0
1693715700000,25875.99000000,25876.00000000,25875.99000000,25876.00000000,14.73744000,1693715999999,381345.90897880,841,5.89132000,152443.79632000,0
1693716000000,25876.00000000,25880.05000000,25875.99000000,25880.04000000,11.31495000,1693716299999,292811.62287060,731,6.60791000,171004.37761000,0
1693716300000,25880.04000000,25880.05000000,25870.00000000,25870.01000000,24.77873000,1693716599999,641168.89499760,1022,7.09998000,183722.79825400,0
1693716600000,25870.00000000,25870.01000000,25869.56000000,25869.57000000,7.74349000,1693716899999,200321.98121850,733,2.54508000,65840.39525000,0
1693716900000,25869.57000000,25874.99000000,25869.56000000,25874.99000000,10.94858000,1693717199999,283275.94591300,897,7.89813000,204348.99949080,0
1693717200000,25874.98000000,25874.99000000,25873.50000000,25873.51000000,20.48591000,1693717499999,530062.51491620,990,3.03146000,78437.70908210,0
1693717500000,25873.51000000,25874.32000000,25873.50000000,25874.31000000,8.48077000,1693717799999,219432.21836160,699,4.03122000,104303.87498970,0
1693717800000,25874.32000000,25886.09000000,25874.31000000,25886.08000000,22.81305000,1693718099999,590393.96619130,1000,19.96601000,516704.93282770,0
1693718100000,25886.08000000,25886.43000000,25886.08000000,25886.43000000,9.05077000,1693718399999,234289.78477780,821,5.43305000,140640.88991870,0
1693718400000,25886.42000000,25895.78000000,25886.42000000,25894.77000000,30.10991000,1693718699999,779616.17270870,1343,8.73573000,226193.50269750,0
1693718700000,25894.77000000,25897.09000000,25893.77000000,25897.09000000,18.18597000,1693718999999,470928.90027090,932,11.19247000,289835.67346540,0
1693719000000,25897.08000000,25905.00000000,25897.08000000,25903.06000000,27.96760000,1693719299999,724416.65582690,1352,15.03313000,389373.11936410,0
1693719300000,25903.05000000,25903.06000000,25887.63000000,25887.63000000,29.83875000,1693719599999,772712.37036940,1139,4.00162000,103620.54087260,0
1693719600000,25887.63000000,25887.64000000,25878.70000000,25878.71000000,25.96047000,1693719899999,671902.14078670,1273,4.17269000,107998.21114880,0
1693719900000,25878.70000000,25899.76000000,25877.30000000,25899.12000000,22.64077000,1693720199999,586131.54517950,1420,18.73572000,485032.15935850,0
1693720200000,25899.12000000,25904.75000000,25896.93000000,25896.94000000,33.21284000,1693720499999,860212.25935000,1666,14.40487000,373082.90105300,0
1693720500000,25896.94000000,25900.07000000,25896.73000000,25900.06000000,18.77296000,1693720799999,486195.51265020,955,11.70654000,303179.78324130,0
1693720800000,25900.06000000,25906.58000000,25900.06000000,25906.58000000,16.55437000,1693721099999,428824.44946630,1117,7.65009000,198158.54611160,0
1693721100000,25906.57000000,25906.58000000,25898.08000000,25898.09000000,27.39755000,1693721399999,709658.31938560,1264,6.64016000,171976.88595170,0
1693721400000,25898.09000000,25901.66000000,25898.08000000,25901.66000000,18.54361000,1693721699999,480283.84275290,913,12.59806000,326296.52432480,0
1693721700000,25901.66000000,25901.66000000,25901.65000000,25901.65000000,16.87452000,1693721999999,437077.94705410,1027,3.60961000,93494.89095260,0
1693722000000,25901.66000000,25901.66000000,25892.51000000,25892.52000000,18.83875000,1693722299999,487833.46334040,1178,3.57234000,92502.28322360,0
1693722300000,25892.52000000,25892.52000000,25892.51000000,25892.52000000,14.30948000,1693722599999,370508.39056990,938,3.65751000,94702.15082520,0
1693722600000,25892.52000000,25925.76000000,25892.51000000,25925.75000000,62.67783000,1693722899999,1624084.57068190,2049,49.16535000,1273883.42246770,0
1693722900000,25925.76000000,25946.59000000,25925.75000000,25939.73000000,60.48727000,1693723199999,1568913.68194840,2425,34.99279000,907584.30596160,0
1693723200000,25939.73000000,25944.99000000,25930.98000000,25935.30000000,29.93714000,1693723499999,776434.96783180,1321,11.28472000,292666.91785920,0
1693723500000,25935.29000000,25935.30000000,25916.49000000,25918.67000000,43.77583000,1693723799999,1134861.73559860,1586,17.32429000,449079.72542410,0
1693723800000,25918.68000000,25918.68000000,25905.15000000,25913.42000000,39.55164000,1693724099999,1024853.29130420,1494,12.19850000,316063.99632670,0
1693724100000,25913.42000000,25918.36000000,25909.98000000,25910.00000000,81.94487000,1693724399999,2123544.74306400,1342,15.05703000,390168.31438310,0
1693724400000,25909.99000000,25910.00000000,25899.96000000,25909.99000000,72.27153000,1693724699999,1872253.02775770,1474,47.79877000,1238280.53239180,0
1693724700000,25910.00000000,25922.66000000,25909.99000000,25922.65000000,120.78183000,1693724999999,3130352.78757480,1551,92.85564000,2406565.97776210,0
1693725000000,25922.65000000,25926.42000000,25921.29000000,25921.30000000,52.14903000,1693725299999,1351924.22163020,1496,28.94944000,750497.19307670,0
1693725300000,25921.30000000,25934.48000000,25921.29000000,25934.47000000,108.04965000,1693725599999,2801304.98282160,1702,93.51853000,2424566.78116030,0
1693725600000,25934.48000000,25941.65000000,25930.70000000,25930.70000000,121.87116000,1693725899999,3161206.17253950,2610,78.51629000,2036627.60458460,0
1693725900000,25930.70000000,25930.71000000,25910.30000000,25910.59000000,70.90237000,1693726199999,1837575.46576010,2157,22.80859000,591049.59490590,0
1693726200000,25910.59000000,25915.56000000,25903.60000000,25915.55000000,111.39223000,1693726499999,2885801.16918890,1998,87.17490000,2258410.92496660,0
1693726500000,25915.55000000,25928.63000000,25911.93000000,25928.63000000,107.60471000,1693726799999,2788984.04678010,1957,80.09872000,2076017.08504910,0
1693726800000,25928.62000000,25934.86000000,25925.00000000,25931.02000000,91.89065000,1693727099999,2382769.27094830,1891,60.21788000,1561462.78653290,0
1693727100000,25931.01000000,25949.14000000,25931.01000000,25941.97000000,98.05850000,1693727399999,2543845.60797610,2249,68.68146000,1781616.26532710,0
1693727400000,25941.98000000,25947.67000000,25939.75000000,25942.53000000,87.10926000,1693727699999,2259918.12011490,1971,62.27481000,1615620.38580870,0
1693727700000,25942.53000000,25956.24000000,25942.52000000,25956.22000000,126.41974000,1693727999999,3280873.02688960,1969,101.77871000,2641346.99345720,0
1693728000000,25956.23000000,25956.30000000,25936.67000000,25942.59000000,117.85240000,1693728299999,3058352.41079500,2580,61.33510000,1591739.89763330,0
1693728300000,25942.58000000,25946.99000000,25932.63000000,25932.64000000,50.64632000,1693728599999,1313882.09005320,1975,12.93789000,335651.71302710,0
1693728600000,25932.63000000,25932.64000000,25894.08000000,25908.53000000,67.35298000,1693728899999,1745201.59717690,2766,14.47818000,375073.87076980,0
1693728900000,25908.53000000,25912.35000000,25893.25000000,25902.80000000,86.89607000,1693729199999,2251177.62764880,1817,43.81755000,1135202.97210310,0
1693729200000,25902.79000000,25904.95000000,25893.25000000,25893.31000000,28.90201000,1693729499999,748605.59736170,1200,6.90691000,178904.43353190,0
1693729500000,25893.30000000,25894.67000000,25888.16000000,25888.80000000,31.52314000,1693729799999,816192.23086640,1462,11.68272000,302481.44831850,0
1693729800000,25888.81000000,25892.15000000,25888.00000000,25892.14000000,22.67951000,1693730099999,587166.58182040,1029,15.01279000,388673.31794220,0
1693730100000,25892.15000000,25900.01000000,25892.14000000,25900.00000000,35.26904000,1693730399999,913379.95789730,1167,23.91303000,619270.78343150,0
1693730400000,25899.99000000,25900.00000000,25880.00000000,25882.83000000,62.58251000,1693730699999,1620142.11946030,1355,11.38646000,294725.19436270,0
1693730700000,25882.83000000,25891.46000000,25880.00000000,25880.00000000,30.62338000,1693730999999,792657.08021530,1372,12.83796000,332295.98217280,0
1693731000000,25880.00000000,25885.90000000,25880.00000000,25885.90000000,18.35565000,1693731299999,475063.48645680,962,11.97688000,309977.70317500,0
1693731300000,25885.90000000,25885.90000000,25878.33000000,25882.18000000,35.81518000,1693731599999,926921.01846070,1078,14.48401000,374850.50289070,0
1693731600000,25882.18000000,25882.19000000,25877.30000000,25877.30000000,33.25927000,1693731899999,860715.05786210,1076,10.13574000,262296.61413860,0
1693731900000,25877.31000000,25895.82000000,25877.30000000,25895.81000000,99.81074000,1693732199999,2583649.88556120,1461,91.86050000,2377830.67082860,0
1693732200000,25895.81000000,25902.33000000,25895.81000000,25897.63000000,90.46675000,1693732499999,2342904.96905330,1524,67.04258000,1736231.77176270,0
1693732500000,25897.63000000,25903.58000000,25897.62000000,25903.57000000,35.77623000,1693732799999,926565.02199140,1186,22.87358000,592414.00063210,0
1693732800000,25903.57000000,25934.00000000,25903.57000000,25933.99000000,181.55283000,1693733099999,4706544.01610840,2399,160.58946000,4162954.56322720,0
1693733100000,25933.99000000,25943.41000000,25926.89000000,25931.92000000,110.84580000,1693733399999,2874721.18465800,2093,66.33422000,1720316.07520500,0
1693733400000,25931.91000000,25931.92000000,25914.41000000,25914.41000000,37.51443000,1693733699999,972437.89514200,1501,3.63227000,94149.74530140,0
1693733700000,25914.42000000,25918.97000000,25910.00000000,25912.48000000,37.38101000,1693733999999,968707.69791180,1368,12.03566000,311900.40464850,0
1693734000000,25912.48000000,25917.31000000,25912.48000000,25917.30000000,30.94194000,1693734299999,801820.26908830,1085,22.96406000,595073.05825220,0
1693734300000,25917.30000000,25918.02000000,25905.28000000,25906.75000000,93.36308000,1693734599999,2419344.63813640,1498,11.99751000,310881.74432560,0
1693734600000,25906.75000000,25906.76000000,25905.01000000,25905.01000000,12.17233000,1693734899999,315331.89443070,847,3.20423000,83006.86169620,0
1693734900000,25905.02000000,25905.02000000,25905.01000000,25905.02000000,14.87588000,1693735199999,385359.86587480,931,4.57160000,118427.38943200,0
1693735200000,25905.01000000,25906.57000000,25900.38000000,25906.57000000,28.33183000,1693735499999,733893.53355880,1125,16.87428000,437092.35703160,0
1693735500000,25906.57000000,25906.57000000,25902.78000000,25902.78000000,20.39071000,1693735799999,528229.97457470,1026,4.40783000,114185.80461330,0
1693735800000,25902.79000000,25902.79000000,25887.96000000,25902.65000000,97.04568000,1693736099999,2512964.66333290,1828,38.82537000,1005259.15455070,0
1693736100000,25902.66000000,25913.16000000,25902.65000000,25911.37000000,18.83275000,1693736399999,487956.87493400,1246,12.06423000,312579.33213350,0
1693736400000,25911.37000000,25911.38000000,25903.40000000,25903.40000000,16.97724000,1693736699999,439840.70168980,1133,3.27832000,84938.85250330,0
1693736700000,25903.41000000,25903.61000000,25902.16000000,25902.17000000,23.90819000,1693736999999,619302.66228970,954,5.91695000,153268.40361640,0
1693737000000,25902.17000000,25905.92000000,25902.16000000,25905.92000000,22.95809000,1693737299999,594685.42090450,1038,13.97842000,362087.11279230,0
1693737300000,25905.91000000,25909.93000000,25905.91000000,25909.92000000,16.61185000,1693737599999,430397.34501490,1206,7.85975000,203633.94832220,0
1693737600000,25909.92000000,25909.93000000,25909.41000000,25909.42000000,27.75180000,1693737899999,719041.96361220,902,6.92671000,179469.39749480,0
1693737900000,25909.41000000,25922.06000000,25909.41000000,25922.05000000,44.84643000,1693738199999,1162229.62609460,1313,38.29400000,992396.83856030,0
1693738200000,25922.05000000,25931.14000000,25917.80000000,25930.51000000,68.59353000,1693738499999,1778353.15396880,1778,36.00121000,933319.72393240,0
1693738500000,25930.51000000,25938.43000000,25930.51000000,25932.97000000,37.51086000,1693738799999,972805.68573180,1464,15.86505000,411431.42744340,0
1693738800000,25932.96000000,25932.97000000,25930.55000000,25930.55000000,37.86335000,1693739099999,981852.00162350,1142,17.44030000,452249.83516210,0
1693739100000,25930.56000000,25930.56000000,25927.51000000,25928.08000000,35.71083000,1693739399999,925928.55292270,1110,19.69643000,510686.94905610,0
1693739400000,25928.08000000,25931.88000000,25928.08000000,25931.88000000,95.62071000,1693739699999,2479531.32559720,1578,85.60301000,2219765.77752800,0
1693739700000,25931.88000000,25931.88000000,25920.21000000,25922.51000000,61.66343000,1693739999999,1598567.37970740,1347,28.00691000,725985.54626550,0
1693740000000,25922.52000000,25922.52000000,25913.64000000,25913.64000000,56.34918000,1693740299999,1460468.94388870,1460,23.36549000,605615.37116190,0
1693740300000,25913.64000000,25919.88000000,25913.64000000,25919.87000000,28.87998000,1693740599999,748434.75328460,1109,22.56545000,584784.06117370,0
1693740600000,25919.87000000,25919.88000000,25919.87000000,25919.88000000,15.13943000,1693740899999,392412.10608470,840,4.86106000,125998.09187280,0
1693740900000,25919.88000000,25919.88000000,25919.87000000,25919.88000000,17.66971000,1693741199999,457996.63654650,964,5.04088000,130659.00469440,0
1693741200000,25919.88000000,25934.27000000,25919.87000000,25934.27000000,31.84934000,1693741499999,825848.83513920,1319,20.32045000,526894.00244790,0
1693741500000,25934.26000000,25937.81000000,25934.26000000,25937.81000000,21.41401000,1693741799999,555388.13112370,1373,9.69097000,251341.18755470,0
1693741800000,25937.81000000,25937.81000000,25930.62000000,25930.63000000,34.75564000,1693742099999,901335.68050320,1639,7.38400000,191477.88436050,0
1693742100000,25930.63000000,25945.92000000,25930.62000000,25943.38000000,25.01264000,1693742399999,648791.24474110,1497,15.93720000,413370.43239390,0
1693742400000,25943.39000000,25947.78000000,25940.00000000,25940.00000000,32.90084000,1693742699999,853676.51385320,1579,5.78629000,150136.23967050,0
1693742700000,25940.00000000,25946.88000000,25937.76000000,25937.77000000,40.48794000,1693742999999,1050416.09653570,1620,14.55395000,377589.60293290,0
1693743000000,25937.77000000,25937.77000000,25919.87000000,25919.88000000,52.86216000,1693743299999,1370702.67560980,1770,7.64760000,198290.03418150,0
1693743300000,25919.87000000,25919.98000000,25901.37000000,25913.82000000,76.19979000,1693743599999,1974338.16568060,2213,27.60727000,715285.68207790,0
1693743600000,25913.82000000,25924.44000000,25903.28000000,25924.43000000,35.53743000,1693743899999,920841.30530320,1719,18.76269000,486170.94759000,0
1693743900000,25924.43000000,25941.03000000,25924.43000000,25941.03000000,31.31906000,1693744199999,812175.92275870,1560,21.96864000,569679.97211670,0
1693744200000,25941.03000000,25947.78000000,25936.79000000,25947.77000000,57.85018000,1693744499999,1500718.99052210,1781,39.39067000,1021853.87010260,0
1693744500000,25947.77000000,26085.01000000,25947.77000000,26015.00000000,648.78815000,1693744799999,16884168.51134040,10328,378.73301000,9855535.20128110,0
1693744800000,26015.01000000,26050.00000000,26015.00000000,26027.00000000,170.20792000,1693745099999,4431202.45574340,4703,95.27481000,2480380.56104580,0
1693745100000,26026.99000000,26054.84000000,26026.99000000,26050.73000000,108.20202000,1693745399999,2817699.89512310,2854,50.69737000,1320147.24372470,0
1693745400000,26050.72000000,26050.73000000,25935.29000000,25944.18000000,264.19066000,1693745699999,6865014.07779270,5324,67.52425000,1754526.58279470,0
1693745700000,25944.18000000,25948.82000000,25880.86000000,25896.06000000,257.62861000,1693745999999,6677470.80858920,6125,71.52317000,1853656.01266090,0
1693746000000,25896.07000000,25898.43000000,25807.32000000,25869.01000000,408.59629000,1693746299999,10563120.51101010,7876,141.53515000,3658648.22022340,0
1693746300000,25869.01000000,25889.69000000,25854.71000000,25879.67000000,97.35734000,1693746599999,2519096.22909350,3157,35.23230000,911578.63631200,0
1693746600000,25879.67000000,25903.96000000,25865.53000000,25903.95000000,84.79579000,1693746899999,2194481.25231330,2564,49.02273000,1268760.17147990,0
1693746900000,25903.95000000,25921.71000000,25903.95000000,25913.99000000,74.61878000,1693747199999,1933704.50952560,2042,29.29256000,759026.99661020,0
1693747200000,25913.98000000,25938.17000000,25913.98000000,25923.81000000,102.08994000,1693747499999,2646870.60085690,2411,59.43709000,1540913.15599820,0
1693747500000,25923.81000000,25938.09000000,25920.69000000,25934.40000000,41.82158000,1693747799999,1084396.82054690,1465,21.76476000,564344.26303810,0
1693747800000,25934.41000000,25945.01000000,25926.99000000,25945.01000000,61.34324000,1693748099999,1591035.73174550,1993,36.51840000,947210.39018900,0
1693748100000,25945.00000000,25947.42000000,25912.56000000,25919.46000000,70.69064000,1693748399999,1833118.36070460,2388,20.83336000,540282.93525670,0
1693748400000,25919.46000000,25941.02000000,25919.45000000,25938.40000000,29.27602000,1693748699999,759233.97974320,1596,17.58631000,456064.14041060,0
1693748700000,25938.39000000,25941.61000000,25923.92000000,25930.24000000,48.78675000,1693748999999,1265202.40119600,1918,24.33506000,631052.45198840,0
1693749000000,25930.24000000,25930.24000000,25915.15000000,25922.14000000,34.22664000,1693749299999,887223.09590310,1579,8.82754000,228816.44302120,0
1693749300000,25922.13000000,25939.99000000,25889.56000000,25890.46000000,70.87287000,1693749599999,1836498.75494420,2575,20.32116000,526598.52696260,0
1693749600000,25890.47000000,25896.05000000,25883.00000000,25891.24000000,50.92069000,1693749899999,1318312.15886690,2171,20.85755000,539977.92789870,0
1693749900000,25891.25000000,25911.37000000,25891.24000000,25911.37000000,61.36472000,1693750199999,1589484.08971710,1867,41.71627000,1080507.20667760,0
1693750200000,25911.36000000,25916.31000000,25893.99000000,25894.00000000,44.45530000,1693750499999,1151609.50713700,1597,22.25865000,576615.18809150,0
1693750500000,25894.00000000,25913.21000000,25893.99000000,25907.14000000,64.17606000,1693750799999,1662578.53302080,1743,39.76289000,1030099.74718070,0
1693750800000,25907.13000000,25915.04000000,25905.98000000,25905.99000000,19.99719000,1693751099999,518163.15745640,1233,4.64933000,120469.40564040,0
1693751100000,25905.98000000,25910.32000000,25895.69000000,25895.69000000,32.02209000,1693751399999,829434.54252180,1440,7.72320000,200051.25668330,0
1693751400000,25895.70000000,25915.95000000,25895.17000000,25911.27000000,44.25902000,1693751699999,1146555.97966410,1662,31.37233000,812675.82846310,0
1693751700000,25911.28000000,25934.99000000,25911.27000000,25934.69000000,26.88894000,1693751999999,697143.91145470,1575,16.36607000,424309.51021010,0
1693752000000,25934.69000000,25936.93000000,25926.80000000,25927.77000000,39.52400000,1693752299999,1024876.03546380,1539,21.64825000,561334.46869070,0
1693752300000,25927.77000000,25936.32000000,25917.44000000,25917.44000000,40.27488000,1693752599999,1044301.83196400,1622,16.94940000,439520.69659930,0
1693752600000,25917.45000000,25928.97000000,25915.51000000,25915.52000000,27.89908000,1693752899999,723189.12993920,1498,13.39958000,347347.02311550,0
1693752900000,25915.51000000,25926.97000000,25915.51000000,25926.96000000,15.75264000,1693753199999,408351.87486210,1090,9.98378000,258802.23720800,0
1693753200000,25926.96000000,25928.96000000,25912.78000000,25915.73000000,56.45603000,1693753499999,1463411.20962350,1652,17.46259000,452612.75429040,0
1693753500000,25915.72000000,25915.73000000,25910.00000000,25912.04000000,29.13536000,1693753799999,754976.57407780,1341,14.75704000,382393.50804780,0
1693753800000,25912.04000000,25914.00000000,25897.96000000,25897.97000000,49.79596000,1693754099999,1290080.13230590,1808,5.90452000,152988.32344300,0
1693754100000,25897.96000000,25905.00000000,25897.96000000,25905.00000000,25.20790000,1693754399999,652994.96079030,1272,13.51423000,350073.92972350,0
1693754400000,25905.00000000,25909.35000000,25901.63000000,25909.34000000,26.82082000,1693754699999,694799.70524470,1367,9.28935000,240641.05375520,0
1693754700000,25909.34000000,25909.35000000,25891.25000000,25899.99000000,42.57421000,1693754999999,1102617.16318570,1649,12.19551000,315807.17137110,0
1693755000000,25899.99000000,25912.16000000,25899.01000000,25899.01000000,53.73000000,1693755299999,1391835.17806750,1689,16.07131000,416338.31611660,0
1693755300000,25899.02000000,25899.02000000,25863.23000000,25863.24000000,83.53788000,1693755599999,2162113.34180530,2232,15.39288000,398350.08866280,0
1693755600000,25863.23000000,25870.82000000,25860.00000000,25860.00000000,55.06911000,1693755899999,1424380.49752470,2007,18.71469000,484086.18304870,0
1693755900000,25860.00000000,25872.89000000,25850.00000000,25858.31000000,102.01994000,1693756199999,2638183.32909330,2886,40.90945000,1057898.00295710,0
1693756200000,25858.30000000,25877.40000000,25855.79000000,25875.25000000,42.04314000,1693756499999,1087458.75959250,1601,23.91403000,618541.91686490,0
1693756500000,25875.26000000,25877.44000000,25868.11000000,25873.50000000,36.88847000,1693756799999,954485.85403500,1665,17.14082000,443515.00423800,0
1693756800000,25873.50000000,25873.51000000,25844.15000000,25873.28000000,109.64847000,1693757099999,2835774.17453630,3161,27.40495000,708755.24608260,0
1693757100000,25873.29000000,25880.00000000,25855.92000000,25871.87000000,75.93215000,1693757399999,1964310.54143380,2584,36.51275000,944526.96987790,0
1693757400000,25871.88000000,25879.15000000,25871.87000000,25874.45000000,49.50055000,1693757699999,1280810.49727020,1750,16.59773000,429457.41255350,0
1693757700000,25874.45000000,25897.04000000,25874.45000000,25892.68000000,54.50865000,1693757999999,1411203.14631220,2056,33.76160000,874036.94659710,0
1693758000000,25892.68000000,25892.69000000,25874.46000000,25874.47000000,50.14604000,1693758299999,1297880.87793060,2215,12.86379000,332910.47431500,0
1693758300000,25874.47000000,25874.47000000,25870.00000000,25870.01000000,28.56622000,1693758599999,739089.99126320,1378,8.74525000,226269.41678780,0
1693758600000,25870.00000000,25884.44000000,25864.57000000,25864.57000000,80.14058000,1693758899999,2073432.76392780,2395,37.77355000,977285.06096950,0
1693758900000,25864.58000000,25864.58000000,25800.00000000,25830.45000000,224.13240000,1693759199999,5788994.95315020,4861,49.95877000,1289911.74178860,0
1693759200000,25830.46000000,25833.72000000,25808.25000000,25830.05000000,149.37553000,1693759499999,3857286.84949760,3244,53.30177000,1376402.90175760,0
1693759500000,25830.05000000,25860.01000000,25830.05000000,25842.25000000,569.73459000,1693759799999,14727718.53535140,5201,282.01458000,7290085.88242930,0
1693759800000,25842.26000000,25844.79000000,25826.45000000,25836.52000000,223.40877000,1693760099999,5771651.93902450,4210,50.09987000,1294234.91497940,0
1693760100000,25836.51000000,25853.78000000,25835.57000000,25846.90000000,51.04031000,1693760399999,1319177.84367300,2201,17.64325000,455991.39235560,0
1693760400000,25846.91000000,25874.47000000,25837.71000000,25874.47000000,71.34027000,1693760699999,1844453.63441900,2261,55.53049000,1435787.49630730,0
1693760700000,25874.47000000,25874.47000000,25865.20000000,25866.11000000,36.29682000,1693760999999,939013.21708250,1852,9.92952000,256856.37830930,0
1693761000000,25866.12000000,25869.70000000,25858.40000000,25868.85000000,35.72694000,1693761299999,924127.14128540,1304,22.22300000,574819.75914950,0
1693761300000,25868.85000000,25873.93000000,25858.05000000,25860.93000000,62.00664000,1693761599999,1603766.69754340,1992,22.32690000,577410.12081800,0
1693761600000,25860.93000000,25864.09000000,25845.10000000,25845.11000000,69.36468000,1693761899999,1793231.96718850,2093,10.51671000,271886.63497510,0
1693761900000,25845.11000000,25845.11000000,25832.98000000,25836.65000000,40.86867000,1693762199999,1055982.77333610,1639,7.01745000,181312.68583100,0
1693762200000,25836.65000000,25851.21000000,25836.65000000,25849.03000000,57.92475000,1693762499999,1497059.54488530,1601,33.22807000,858769.39346090,0
1693762500000,25849.02000000,25850.60000000,25843.59000000,25846.95000000,32.46005000,1693762799999,838995.30083270,1330,7.41319000,191604.45701720,0
1693762800000,25846.95000000,25857.59000000,25846.95000000,25855.67000000,22.48676000,1693763099999,581306.57257830,1238,13.77572000,356112.79498190,0
1693763100000,25855.68000000,25871.33000000,25855.67000000,25871.32000000,28.75600000,1693763399999,743815.08822680,1313,20.36767000,526861.24819600,0
1693763400000,25871.33000000,25888.00000000,25865.02000000,25884.35000000,66.89384000,1693763699999,1730941.22035350,2089,37.53474000,971359.24948530,0
1693763700000,25884.36000000,25888.00000000,25882.27000000,25888.00000000,34.77796000,1693763999999,900228.80195750,1391,23.50751000,608497.51730590,0
1693764000000,25887.99000000,25889.14000000,25882.27000000,25888.64000000,43.13178000,1693764299999,1116495.98899400,1831,22.76047000,589184.26577560,0
